dw_date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
07/04/2050,48.0,129.0,43000.0,209.0,2210.0,190.0,56.4,2980.0,33.6,7.33,554.0,3.16,31.1,25.5,19.9,677.0,656.0,126.0,0.0,403.0,68.4,124.0,0.0,0.0,
07/05/2050,46.0,133.0,60000.0,229.0,1980.0,185.0,118.0,1890.0,34.4,21.5,407.0,2.55,30.4,27.8,19.1,632.0,642.0,117.0,0.56,368.0,68.9,149.0,0.0,0.0,
07/06/2050,44.0,135.0,40000.0,384.0,1800.0,181.0,86.7,1590.0,35.3,15.1,330.0,1.8,30.6,23.8,17.0,596.0,602.0,107.0,0.85,342.0,63.9,322.0,0.0,0.0,
07/07/2050,40.0,129.0,11400.0,507.0,1680.0,179.0,62.1,1450.0,36.1,12.6,287.0,0.82,29.1,21.7,15.0,561.0,547.0,98.8,0.53,324.0,60.1,737.0,0.0,0.0,
07/08/2050,40.0,122.0,7080.0,403.0,1580.0,178.0,56.5,1480.0,46.6,11.5,264.0,0.53,26.8,19.6,12.7,529.0,501.0,95.7,0.01,308.0,55.2,505.0,0.0,0.0,
07/09/2050,38.0,116.0,5390.0,380.0,1490.0,177.0,55.2,1430.0,48.1,10.2,265.0,0.98,30.5,19.2,11.2,504.0,484.0,85.2,1.27,295.0,49.8,359.0,0.0,0.0,
07/10/2050,36.0,113.0,4430.0,373.0,1380.0,179.0,52.1,1250.0,48.3,8.08,360.0,1.17,32.7,17.7,9.67,480.0,461.0,76.7,7.29,283.0,46.1,305.0,0.0,0.0,
07/11/2050,34.0,113.0,4020.0,331.0,1310.0,178.0,46.8,1160.0,49.4,10.8,339.0,0.78,40.3,16.7,8.51,461.0,455.0,70.7,13.2,275.0,41.3,280.0,0.0,0.0,
07/12/2050,32.0,109.0,3600.0,298.0,1240.0,174.0,44.7,1090.0,46.9,9.11,289.0,0.79,47.5,14.9,7.8,436.0,437.0,68.1,12.2,263.0,39.6,247.0,0.0,0.0,
07/13/2050,30.0,103.0,3200.0,278.0,1180.0,170.0,40.6,1050.0,48.0,6.58,257.0,0.68,42.5,13.6,7.13,416.0,419.0,66.2,15.2,252.0,38.0,217.0,0.0,0.0,
07/14/2050,27.0,101.0,4160.0,265.0,1090.0,170.0,36.2,1010.0,46.3,4.32,237.0,0.35,41.4,11.4,6.13,400.0,401.0,64.8,12.1,244.0,34.6,192.0,0.0,0.0,
07/15/2050,25.0,97.0,7020.0,254.0,1030.0,178.0,34.6,1120.0,41.8,2.55,221.0,0.03,204.0,11.0,5.21,379.0,394.0,61.1,9.43,234.0,32.6,198.0,0.0,0.0,
07/16/2050,23.0,93.0,5100.0,261.0,977.0,171.0,32.6,999.0,37.7,1.52,209.0,0.17,62.1,11.8,4.29,357.0,381.0,58.2,7.45,222.0,30.6,191.0,0.0,0.0,
07/17/2050,20.0,90.0,4600.0,296.0,934.0,178.0,31.3,936.0,37.0,0.65,195.0,0.01,42.2,15.0,3.58,340.0,367.0,53.3,6.24,213.0,27.7,162.0,0.0,0.0,
07/18/2050,18.0,89.0,5000.0,278.0,891.0,194.0,30.0,904.0,32.5,0.14,186.0,0.0,40.9,17.3,15.3,327.0,353.0,55.2,5.65,204.0,25.8,146.0,0.0,0.0,
07/19/2050,14.0,88.0,4000.0,257.0,857.0,215.0,29.1,914.0,28.3,0.02,176.0,0.0,40.0,14.7,25.9,310.0,343.0,59.5,4.7,193.0,25.6,136.0,0.0,0.0,
07/20/2050,18.0,85.0,3300.0,244.0,818.0,225.0,28.3,1470.0,25.9,0.0,168.0,0.0,36.1,14.7,15.1,300.0,332.0,56.8,3.85,183.0,23.4,157.0,0.0,0.0,
07/21/2050,18.0,82.0,2800.0,230.0,782.0,203.0,28.1,15400.0,24.3,0.0,160.0,0.03,33.7,14.2,14.6,290.0,323.0,50.1,2.9,175.0,22.5,227.0,0.0,0.0,
07/22/2050,18.0,82.0,2400.0,217.0,749.0,189.0,27.8,10500.0,24.2,0.0,156.0,0.03,30.3,13.4,15.8,282.0,319.0,48.8,2.17,170.0,22.7,205.0,0.0,0.0,
07/23/2050,17.0,80.0,2150.0,207.0,720.0,184.0,27.8,3910.0,22.4,0.0,154.0,0.0,27.0,14.3,13.4,269.0,308.0,47.5,1.54,164.0,22.7,161.0,0.0,0.0,
07/24/2050,17.0,79.0,1950.0,261.0,710.0,181.0,26.4,3800.0,35.0,0.0,153.0,0.0,24.0,16.6,11.9,255.0,297.0,47.5,0.81,157.0,22.4,142.0,0.0,0.0,
07/25/2050,16.0,78.0,1830.0,292.0,706.0,187.0,23.8,5710.0,45.0,0.0,150.0,0.0,22.2,15.5,11.5,246.0,299.0,57.4,0.17,151.0,21.3,129.0,0.0,0.0,
07/26/2050,16.0,76.0,1720.0,228.0,700.0,200.0,22.3,3870.0,38.6,0.0,142.0,0.0,21.8,13.2,10.4,236.0,299.0,55.4,0.0,146.0,21.6,117.0,0.0,0.0,
07/27/2050,17.0,75.0,1570.0,210.0,722.0,189.0,22.9,4020.0,44.2,0.39,139.0,0.0,19.6,13.3,8.64,228.0,297.0,53.5,0.0,141.0,23.3,107.0,0.0,0.0,
07/28/2050,18.0,74.0,1470.0,201.0,686.0,178.0,29.9,3320.0,49.3,4.37,141.0,0.0,19.4,10.9,7.65,220.0,302.0,52.8,0.0,138.0,23.2,97.6,0.0,0.0,
07/29/2050,18.0,74.0,1410.0,195.0,649.0,183.0,29.2,4330.0,46.0,4.24,141.0,0.0,18.7,9.05,7.14,210.0,302.0,52.7,0.0,137.0,24.1,90.8,0.0,0.0,
07/30/2050,19.0,73.0,1320.0,185.0,648.0,194.0,26.2,3190.0,44.9,4.91,147.0,0.0,17.9,7.37,5.54,200.0,344.0,48.8,0.0,134.0,23.4,91.9,0.0,0.0,
07/31/2050,18.0,72.0,1250.0,178.0,733.0,195.0,24.4,2710.0,41.0,6.34,141.0,0.0,15.6,6.52,4.16,191.0,311.0,45.3,0.0,130.0,23.1,91.0,0.0,0.0,
08/01/2050,19.0,73.0,1190.0,176.0,796.0,198.0,25.4,2440.0,35.0,6.88,133.0,0.0,15.2,5.76,3.66,193.0,287.0,43.5,0.0,126.0,34.6,97.7,0.0,0.0,
08/02/2050,18.0,73.0,1130.0,171.0,649.0,191.0,28.3,2180.0,31.9,7.82,129.0,0.0,14.3,4.47,3.06,188.0,268.0,42.1,0.0,123.0,28.5,386.0,0.0,0.0,
08/03/2050,25.0,71.0,1080.0,170.0,609.0,178.0,28.0,2000.0,30.4,25.1,119.0,0.0,12.9,4.01,2.56,179.0,259.0,41.9,0.0,118.0,22.3,205.0,0.0,0.0,
08/04/2050,36.0,73.0,1030.0,162.0,589.0,171.0,25.6,1880.0,29.0,30.9,113.0,0.0,11.0,3.16,1.7,171.0,255.0,42.1,0.0,116.0,26.5,136.0,0.0,0.0,
08/05/2050,29.0,71.0,988.0,157.0,560.0,188.0,23.4,1740.0,27.0,32.4,108.0,0.0,10.0,2.55,0.84,165.0,244.0,63.2,0.0,116.0,35.9,153.0,0.0,0.0,
08/06/2050,22.0,71.0,980.0,152.0,536.0,182.0,20.1,1610.0,26.3,54.7,103.0,0.0,9.58,1.84,0.24,162.0,237.0,74.6,0.0,113.0,35.6,128.0,0.0,0.0,
08/07/2050,20.0,69.0,950.0,148.0,765.0,172.0,21.3,1510.0,25.9,40.7,101.0,0.0,8.8,1.19,0.1,156.0,229.0,99.8,0.0,110.0,29.9,114.0,0.0,0.0,
08/08/2050,19.0,70.0,930.0,145.0,751.0,170.0,21.6,1420.0,23.9,29.2,96.4,0.0,7.96,0.43,0.05,150.0,215.0,248.0,0.0,109.0,25.1,106.0,0.0,0.0,
08/09/2050,17.0,70.0,920.0,143.0,1150.0,165.0,17.9,1350.0,23.0,22.0,92.4,0.0,7.24,0.37,0.0,145.0,223.0,323.0,0.0,107.0,21.9,99.2,0.0,0.0,
08/10/2050,15.0,74.0,900.0,137.0,687.0,1840.0,16.5,1270.0,22.7,17.2,88.4,0.0,7.19,0.14,0.0,139.0,214.0,199.0,0.0,102.0,18.7,92.7,0.0,0.0,
08/11/2050,14.0,69.0,943.0,145.0,606.0,665.0,16.0,1200.0,22.1,14.4,85.9,0.0,9.36,0.02,0.0,136.0,206.0,150.0,0.0,95.9,17.4,83.9,0.0,0.0,
08/12/2050,14.0,69.0,923.0,165.0,568.0,403.0,15.0,1140.0,28.9,11.1,84.3,0.0,7.98,0.0,0.0,131.0,190.0,123.0,0.0,93.8,15.4,77.9,0.0,0.0,
08/13/2050,12.0,68.0,837.0,156.0,533.0,335.0,15.0,1100.0,47.6,9.34,82.0,0.0,6.48,0.0,0.0,131.0,187.0,99.3,0.0,91.2,13.7,73.9,0.0,0.0,
08/14/2050,12.0,67.0,780.0,147.0,510.0,278.0,15.0,1060.0,39.5,7.37,78.6,0.0,5.32,0.0,0.0,128.0,186.0,81.9,0.0,88.9,12.9,70.9,0.0,0.0,
08/15/2050,11.0,68.0,747.0,146.0,508.0,246.0,16.0,1020.0,74.9,6.1,76.0,0.0,3.82,0.0,0.0,129.0,248.0,74.6,0.04,89.0,12.4,69.2,0.0,0.0,
08/16/2050,8.9,77.0,719.0,144.0,492.0,224.0,15.1,2700.0,59.9,4.62,75.0,0.0,2.81,0.0,0.0,130.0,620.0,68.3,8.78,87.9,11.8,67.2,0.0,0.0,
08/17/2050,9.0,71.0,702.0,142.0,482.0,214.0,14.7,40600.0,57.3,3.66,72.6,0.0,3.13,0.0,0.0,144.0,511.0,64.3,11.8,87.1,11.7,84.2,0.0,0.0,
08/18/2050,8.3,67.0,675.0,138.0,471.0,203.0,14.2,12700.0,55.4,3.21,71.8,0.0,6.23,0.0,0.0,135.0,718.0,62.0,9.84,87.3,11.0,77.7,0.0,0.0,
08/19/2050,8.3,69.0,689.0,134.0,472.0,190.0,12.8,5080.0,90.5,3.57,71.4,0.0,7.96,0.0,0.0,123.0,527.0,58.8,7.59,85.7,10.6,110.0,0.0,0.0,
08/20/2050,7.5,75.0,655.0,130.0,477.0,177.0,12.8,3610.0,131.0,3.33,68.7,0.0,7.47,0.0,0.0,117.0,434.0,54.6,5.48,82.5,9.8,95.5,0.0,0.0,
08/21/2050,7.4,84.0,637.0,125.0,469.0,167.0,12.7,2870.0,83.2,2.34,67.6,0.0,7.42,0.0,0.0,115.0,523.0,51.5,4.0,80.4,9.72,83.6,0.0,0.0,
08/22/2050,7.7,84.0,610.0,120.0,454.0,163.0,13.7,2450.0,91.2,2.44,69.6,0.0,6.97,0.0,0.0,112.0,567.0,48.4,2.79,78.2,12.9,76.9,0.0,0.0,
08/23/2050,7.5,76.0,593.0,119.0,947.0,159.0,14.8,2180.0,86.9,1.37,70.7,0.0,5.37,0.0,0.0,111.0,494.0,45.8,1.77,77.1,17.7,71.8,0.0,0.0,
08/24/2050,6.7,73.0,569.0,127.0,978.0,156.0,15.2,1990.0,72.5,0.76,65.3,0.0,3.99,0.0,0.0,105.0,524.0,45.5,1.21,76.6,17.7,67.3,0.0,0.0,
08/25/2050,6.4,72.0,528.0,122.0,601.0,151.0,14.8,1820.0,66.1,0.25,66.3,0.0,3.15,0.0,0.0,100.0,437.0,46.7,0.67,99.2,13.7,63.6,0.0,0.0,
08/26/2050,5.5,70.0,509.0,121.0,542.0,146.0,14.8,1700.0,67.2,0.05,64.7,0.0,2.77,0.0,0.0,97.8,401.0,57.3,0.31,291.0,12.6,59.8,0.0,0.0,
08/27/2050,6.9,370.0,490.0,129.0,495.0,138.0,13.3,1600.0,69.6,0.07,64.5,0.0,2.75,0.0,0.0,95.9,371.0,69.5,0.04,218.0,11.4,56.9,0.0,0.0,
08/28/2050,9.7,319.0,480.0,151.0,479.0,134.0,13.2,1510.0,65.3,0.14,64.7,0.0,3.74,0.0,0.0,92.2,342.0,69.9,0.01,156.0,11.4,59.7,0.0,0.0,
08/29/2050,8.2,230.0,470.0,156.0,517.0,138.0,13.3,1470.0,91.8,0.18,66.5,0.0,3.97,0.0,0.0,89.2,331.0,64.7,0.0,126.0,10.3,66.1,0.0,0.0,
08/30/2050,7.5,483.0,480.0,148.0,462.0,154.0,17.5,1660.0,75.8,0.06,66.5,0.0,4.22,0.0,0.0,88.3,311.0,68.3,0.0,109.0,10.2,62.9,0.0,0.0,
08/31/2050,7.3,915.0,454.0,141.0,449.0,158.0,16.1,1500.0,69.1,0.0,64.5,0.0,4.02,0.0,0.0,86.3,311.0,62.5,0.0,101.0,10.6,68.7,0.0,0.0,
09/01/2050,6.8,3510.0,443.0,177.0,449.0,149.0,15.7,1480.0,63.3,0.0,62.1,0.0,3.67,0.0,0.0,82.7,297.0,58.4,0.0,95.0,9.82,66.4,0.0,0.0,
09/02/2050,7.0,739.0,440.0,263.0,432.0,142.0,17.5,1420.0,57.4,0.01,60.5,0.0,3.43,0.0,0.0,82.5,297.0,54.2,0.0,101.0,9.35,68.2,0.0,0.0,
09/03/2050,7.2,399.0,425.0,206.0,426.0,136.0,17.2,1330.0,51.0,0.03,74.2,0.0,2.02,0.0,0.0,82.2,298.0,49.6,0.0,94.0,13.4,63.3,0.0,0.0,
09/04/2050,6.6,302.0,414.0,182.0,432.0,282.0,21.9,1300.0,47.5,0.0,68.8,0.0,1.22,0.0,0.0,82.4,373.0,45.3,0.0,89.8,45.9,58.1,11.2,0.0,
09/05/2050,6.9,358.0,403.0,168.0,493.0,225.0,37.1,5280.0,48.3,0.01,66.3,0.0,1.34,0.0,0.0,81.1,311.0,42.9,0.0,84.7,28.0,54.9,74.9,0.0,
09/06/2050,6.9,2980.0,395.0,181.0,455.0,174.0,38.0,3140.0,43.3,0.09,79.4,0.0,1.99,0.0,0.0,79.7,290.0,40.5,0.0,82.4,99.1,53.7,53.3,0.0,
09/07/2050,6.0,1280.0,425.0,199.0,520.0,153.0,41.9,2030.0,38.9,1.52,382.0,0.0,2.63,0.0,0.0,76.9,270.0,36.9,1.57,81.1,54.1,102.0,33.7,0.0,
09/08/2050,5.7,784.0,614.0,168.0,592.0,147.0,47.1,1750.0,38.2,2.1,3420.0,0.0,2.65,0.0,0.0,74.6,253.0,36.2,55.7,78.5,40.2,64.7,34.1,0.0,
09/09/2050,5.4,578.0,842.0,156.0,484.0,139.0,51.9,1610.0,39.8,146.0,2020.0,0.0,2.05,0.0,0.0,72.8,242.0,35.2,3460.0,75.8,72.0,56.5,25.4,0.0,
09/10/2050,6.4,483.0,828.0,152.0,434.0,132.0,52.3,1520.0,39.4,154.0,909.0,0.0,1.32,0.0,0.0,73.7,233.0,32.9,832.0,74.8,271.0,55.0,18.8,0.0,
09/11/2050,7.4,414.0,685.0,147.0,410.0,139.0,50.4,1450.0,37.9,72.7,674.0,0.0,0.69,0.0,0.0,76.8,227.0,31.9,464.0,75.7,161.0,51.8,14.6,0.0,
09/12/2050,7.4,375.0,584.0,166.0,393.0,143.0,49.5,1420.0,39.7,108.0,468.0,0.0,0.57,0.0,0.0,72.7,216.0,31.3,299.0,88.7,110.0,49.0,10.3,0.0,
09/13/2050,7.5,342.0,530.0,225.0,383.0,139.0,44.1,1370.0,40.1,230.0,378.0,0.0,0.57,0.0,0.0,71.5,213.0,31.4,235.0,80.8,89.2,48.0,6.78,0.0,
09/14/2050,8.9,317.0,495.0,238.0,393.0,137.0,52.4,1300.0,39.9,198.0,324.0,0.0,85.6,3.61,0.0,70.7,215.0,31.6,182.0,91.9,75.5,47.8,4.97,0.0,
09/15/2050,49.0,344.0,468.0,215.0,392.0,135.0,52.6,1260.0,43.5,190.0,290.0,0.0,120.0,11.2,0.15,71.6,213.0,31.1,505.0,87.6,64.9,46.4,3.64,0.0,
09/16/2050,46.0,294.0,442.0,199.0,385.0,128.0,54.9,1220.0,41.8,135.0,260.0,0.0,48.9,9.9,0.59,70.4,208.0,30.3,737.0,81.7,58.7,45.1,2.61,0.0,
09/17/2050,44.0,276.0,435.0,190.0,374.0,125.0,50.2,1180.0,38.3,99.2,242.0,0.0,78.7,8.78,0.34,68.5,203.0,30.4,553.0,77.1,55.5,43.1,1.81,0.0,
09/18/2050,43.0,263.0,424.0,186.0,365.0,126.0,51.9,1150.0,36.4,78.3,238.0,0.0,128.0,7.4,29.1,67.1,202.0,28.5,516.0,73.6,52.0,41.8,1.17,0.0,
09/19/2050,30.0,252.0,482.0,194.0,350.0,122.0,137.0,1120.0,33.5,63.4,274.0,0.0,110.0,6.46,19.5,64.9,205.0,26.8,507.0,70.2,49.3,41.1,1.13,0.0,
09/20/2050,24.0,238.0,702.0,181.0,341.0,120.0,93.2,1090.0,30.9,55.6,277.0,0.0,78.1,6.83,11.6,63.2,197.0,28.3,422.0,68.2,51.2,40.8,1.05,0.0,
09/21/2050,21.0,232.0,513.0,196.0,333.0,116.0,74.7,1070.0,29.4,50.1,274.0,0.0,63.5,8.08,8.02,60.4,200.0,27.5,354.0,66.9,48.7,40.8,0.16,0.0,
09/22/2050,19.0,229.0,448.0,189.0,326.0,115.0,64.9,1040.0,31.5,50.2,261.0,0.0,51.2,12.0,6.94,57.9,193.0,27.5,2330.0,66.9,47.6,38.1,0.0,0.0,
09/23/2050,18.0,275.0,409.0,181.0,343.0,109.0,55.0,1010.0,32.5,53.0,253.0,0.0,43.9,27.4,10.8,57.4,190.0,31.0,1060.0,66.4,46.8,35.0,0.0,0.0,
09/24/2050,18.0,280.0,394.0,176.0,336.0,109.0,49.0,981.0,30.9,89.8,246.0,0.0,40.0,20.4,9.65,56.7,191.0,34.4,679.0,68.5,45.9,34.0,0.0,0.0,
09/25/2050,22.0,267.0,385.0,171.0,331.0,109.0,43.9,956.0,33.5,105.0,236.0,0.0,34.9,18.4,8.06,56.7,196.0,29.4,534.0,67.5,44.9,34.5,0.0,0.0,
09/26/2050,20.0,240.0,381.0,170.0,327.0,107.0,42.9,934.0,32.5,91.3,241.0,0.0,32.2,16.0,7.73,57.3,438.0,38.9,448.0,64.8,43.8,34.2,0.0,0.0,
09/27/2050,33.0,223.0,380.0,167.0,324.0,106.0,49.2,916.0,31.6,78.4,225.0,0.0,30.5,13.9,8.99,56.4,521.0,81.2,387.0,63.0,45.8,33.5,0.0,0.0,
09/28/2050,53.0,213.0,377.0,167.0,337.0,106.0,48.8,881.0,30.9,67.9,250.0,0.0,31.0,12.2,11.8,54.9,412.0,103.0,345.0,60.6,45.5,38.6,0.0,0.0,
09/29/2050,41.0,205.0,374.0,168.0,332.0,99.5,45.0,870.0,29.6,59.8,262.0,0.0,83.3,211.0,12.9,53.3,335.0,170.0,316.0,59.5,42.8,442.0,0.0,0.0,
09/30/2050,37.0,197.0,374.0,163.0,327.0,105.0,41.6,855.0,29.1,53.2,238.0,0.02,96.8,26.7,19.1,52.2,285.0,224.0,394.0,60.8,40.0,165.0,0.0,0.0,
10/01/2050,33.0,195.0,375.0,159.0,319.0,105.0,39.7,840.0,28.3,49.7,217.0,0.07,57.6,24.6,28.0,50.5,263.0,173.0,426.0,60.2,37.5,129.0,0.0,0.0,
10/02/2050,29.0,193.0,368.0,153.0,1770.0,106.0,38.4,834.0,27.3,46.2,204.0,0.0,80.6,20.2,22.3,50.9,247.0,137.0,356.0,59.6,34.1,131.0,0.0,0.0,
10/03/2050,26.0,189.0,366.0,149.0,1420.0,105.0,36.4,826.0,31.2,124.0,191.0,0.0,72.3,17.4,18.5,49.7,237.0,118.0,316.0,59.1,30.7,218.0,0.0,0.0,
10/04/2050,24.0,187.0,366.0,149.0,646.0,103.0,35.1,789.0,37.6,329.0,179.0,0.0,61.6,20.6,15.9,49.2,238.0,108.0,291.0,58.5,30.6,196.0,0.0,0.0,
10/05/2050,23.0,184.0,359.0,150.0,534.0,103.0,32.8,770.0,35.5,177.0,171.0,0.0,54.7,18.6,13.8,50.1,233.0,99.5,273.0,57.6,30.6,142.0,0.0,0.0,
10/06/2050,24.0,181.0,349.0,153.0,485.0,93.8,30.6,751.0,33.3,99.0,165.0,0.0,47.7,19.0,12.7,50.2,228.0,94.8,261.0,57.0,30.5,112.0,0.0,0.0,
10/07/2050,41.0,177.0,331.0,154.0,461.0,99.7,29.3,734.0,33.1,79.5,161.0,0.0,42.5,19.4,11.6,49.2,218.0,95.4,248.0,57.0,31.2,97.5,0.0,0.0,
10/08/2050,48.0,176.0,990.0,218.0,458.0,101.0,28.0,724.0,29.7,71.4,158.0,0.0,41.3,18.3,10.8,48.8,210.0,92.7,243.0,55.0,30.4,88.3,0.0,0.0,
10/09/2050,64.0,177.0,947.0,280.0,514.0,104.0,28.1,717.0,29.2,146.0,154.0,8.77,39.6,18.8,10.2,48.7,205.0,87.9,783.0,55.0,29.7,82.3,0.0,0.0,
10/10/2050,75.0,176.0,845.0,257.0,444.0,126.0,36.3,705.0,46.9,208.0,150.0,33.5,40.2,24.5,9.18,47.2,196.0,80.7,2320.0,57.5,27.8,78.1,0.0,0.0,
10/11/2050,105.0,1670.0,661.0,284.0,416.0,162.0,43.3,693.0,38.0,131.0,153.0,21.7,39.9,23.3,8.96,47.5,193.0,75.0,1460.0,55.9,29.3,77.4,0.0,0.0,
10/12/2050,101.0,400.0,550.0,716.0,398.0,177.0,54.4,683.0,36.0,133.0,153.0,12.9,37.8,21.7,11.2,52.5,191.0,76.4,868.0,54.4,28.2,77.3,0.0,0.0,
10/13/2050,95.0,2630.0,494.0,1970.0,390.0,159.0,103.0,665.0,34.0,114.0,155.0,12.1,35.8,67.8,11.0,55.6,193.0,83.7,680.0,53.8,27.7,757.0,0.0,0.0,
10/14/2050,81.0,910.0,474.0,661.0,409.0,147.0,107.0,649.0,32.0,103.0,154.0,11.6,39.7,46.1,13.4,54.0,191.0,80.5,577.0,59.6,28.3,3940.0,0.0,0.0,
10/15/2050,72.0,622.0,464.0,454.0,386.0,139.0,91.7,632.0,45.3,94.4,149.0,11.2,41.9,31.2,34.9,55.0,191.0,77.3,617.0,62.3,28.5,532.0,0.0,0.0,
10/16/2050,66.0,494.0,438.0,363.0,373.0,132.0,85.0,611.0,57.6,95.3,146.0,12.1,42.3,34.9,27.7,56.1,191.0,75.6,3720.0,76.8,27.3,335.0,0.0,0.0,
10/17/2050,65.0,432.0,418.0,317.0,376.0,127.0,80.5,606.0,48.1,80.4,141.0,11.6,47.6,49.2,24.0,52.6,199.0,74.0,17800.0,67.8,25.9,254.0,0.0,0.0,
10/18/2050,68.0,396.0,398.0,285.0,389.0,122.0,78.7,595.0,62.4,72.5,137.0,10.0,49.6,96.6,20.7,50.6,195.0,69.6,2840.0,67.4,26.4,211.0,0.0,0.0,
10/19/2050,65.0,373.0,583.0,266.0,383.0,113.0,74.4,570.0,86.7,65.0,138.0,8.46,42.9,125.0,18.1,50.0,188.0,67.7,1800.0,66.7,27.0,183.0,0.0,0.0,
10/20/2050,79.0,352.0,984.0,249.0,377.0,109.0,65.4,548.0,80.3,59.7,135.0,7.36,41.0,95.8,16.2,50.9,182.0,67.9,1600.0,64.8,28.8,166.0,0.0,0.0,
10/21/2050,71.0,334.0,671.0,236.0,377.0,109.0,61.5,543.0,64.4,77.6,134.0,7.3,40.4,72.2,14.4,51.5,163.0,67.6,1380.0,62.8,30.1,153.0,0.0,0.0,
10/22/2050,82.0,321.0,629.0,224.0,368.0,111.0,55.2,560.0,53.4,908.0,132.0,7.48,38.5,58.5,13.0,53.5,157.0,69.7,1220.0,60.4,30.9,145.0,0.0,0.0,
10/23/2050,96.0,313.0,1150.0,213.0,9940.0,104.0,50.7,688.0,47.1,703.0,131.0,7.81,35.9,48.8,12.5,59.3,155.0,71.2,1140.0,61.4,30.5,143.0,0.0,0.0,
10/24/2050,12400.0,302.0,1530.0,205.0,3370.0,110.0,48.6,564.0,42.8,419.0,130.0,7.56,35.7,43.3,12.0,670.0,155.0,66.6,1110.0,73.9,28.9,140.0,0.0,0.0,
10/25/2050,3760.0,290.0,2190.0,199.0,1920.0,112.0,52.2,488.0,43.3,299.0,134.0,6.37,34.4,39.4,11.9,551.0,154.0,63.6,1170.0,74.3,28.2,132.0,0.03,0.0,
10/26/2050,990.0,276.0,1690.0,191.0,1490.0,111.0,57.4,455.0,41.5,533.0,140.0,7.08,33.0,35.0,11.5,256.0,155.0,62.9,1120.0,65.0,29.4,131.0,0.14,0.0,
10/27/2050,639.0,263.0,1350.0,186.0,1210.0,106.0,52.5,439.0,38.3,534.0,131.0,8.03,35.2,33.3,11.0,214.0,157.0,61.4,1030.0,68.1,29.6,137.0,0.19,0.0,
10/28/2050,487.0,254.0,1180.0,181.0,1050.0,108.0,60.6,426.0,36.4,397.0,125.0,7.94,34.9,31.5,11.1,169.0,154.0,56.3,970.0,69.4,29.9,130.0,0.53,0.0,
10/29/2050,394.0,253.0,1090.0,180.0,958.0,111.0,59.6,417.0,36.5,322.0,120.0,7.26,57.2,28.9,11.0,141.0,152.0,54.8,920.0,71.0,31.3,141.0,1.39,0.0,
10/30/2050,337.0,248.0,1010.0,178.0,909.0,113.0,56.0,409.0,37.5,266.0,117.0,8.18,51.7,86.8,11.4,9690.0,151.0,55.5,890.0,71.3,33.4,137.0,2.35,0.0,
10/31/2050,298.0,246.0,935.0,178.0,858.0,118.0,53.0,405.0,38.2,228.0,118.0,8.72,44.2,1890.0,18.3,2070.0,149.0,54.1,868.0,70.2,35.3,121.0,3.47,0.0,
11/01/2050,273.0,245.0,884.0,179.0,2170.0,122.0,51.1,400.0,39.1,194.0,118.0,10.4,40.3,72.4,16.2,880.0,149.0,57.8,857.0,75.0,37.3,114.0,2.25,0.0,
11/02/2050,1500.0,243.0,876.0,177.0,1590.0,120.0,48.5,393.0,39.5,172.0,120.0,10.1,38.4,47.2,14.9,584.0,149.0,60.1,853.0,76.9,37.4,112.0,2.93,0.0,
11/03/2050,9910.0,237.0,1030.0,176.0,1270.0,115.0,47.7,385.0,39.1,155.0,114.0,8.89,37.4,43.3,16.1,421.0,148.0,62.5,796.0,73.1,36.3,122.0,5.59,0.0,
11/04/2050,11200.0,234.0,1080.0,177.0,1150.0,111.0,47.7,377.0,42.9,144.0,114.0,9.7,36.9,39.3,31.9,340.0,147.0,64.5,762.0,73.7,37.8,430.0,4.42,0.0,
11/05/2050,2600.0,233.0,1180.0,178.0,1060.0,111.0,49.7,373.0,44.7,136.0,112.0,10.6,35.2,36.0,163.0,297.0,216.0,64.2,725.0,74.1,37.5,368.0,3.03,0.0,
11/06/2050,7000.0,230.0,1060.0,177.0,1010.0,110.0,50.7,368.0,44.6,130.0,108.0,12.7,33.6,34.7,235.0,269.0,239.0,64.7,696.0,74.8,35.5,252.0,3.0,0.0,
11/07/2050,4150.0,226.0,970.0,173.0,967.0,108.0,52.0,359.0,42.8,126.0,107.0,14.1,33.3,320.0,126.0,320.0,232.0,65.2,670.0,76.0,35.1,211.0,4.7,0.0,
11/08/2050,2500.0,222.0,942.0,173.0,924.0,108.0,52.4,352.0,41.4,132.0,107.0,13.6,32.8,157.0,114.0,275.0,269.0,64.5,648.0,78.9,33.6,177.0,5.47,0.0,
11/09/2050,2080.0,227.0,919.0,175.0,881.0,107.0,53.5,352.0,43.1,131.0,110.0,12.9,34.3,93.2,82.9,258.0,274.0,65.4,638.0,80.8,33.3,159.0,4.81,0.0,
11/10/2050,1590.0,224.0,899.0,177.0,851.0,109.0,52.0,356.0,45.2,126.0,113.0,13.3,34.0,69.2,70.5,257.0,297.0,65.4,613.0,83.7,36.5,149.0,5.2,0.31,
11/11/2050,1330.0,239.0,855.0,177.0,820.0,109.0,48.2,350.0,45.1,154.0,116.0,13.4,33.2,58.4,58.8,247.0,327.0,65.4,590.0,84.8,38.0,142.0,5.49,3.49,
11/12/2050,1190.0,239.0,806.0,177.0,785.0,109.0,46.1,344.0,43.6,149.0,116.0,15.9,32.2,46.3,48.3,231.0,276.0,67.8,585.0,82.8,37.3,131.0,6.02,3.2,
