dw_date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
11/12/2050,1860.0,317.0,2890.0,127.0,1020.0,108.0,55.4,204.0,54.5,113.0,110.0,53.6,54.7,65.0,67.8,1050.0,210.0,68.9,722.0,66.1,55.0,105.0,60.3,68.5,70.7,
11/13/2050,2420.0,318.0,2880.0,128.0,1000.0,108.0,53.7,234.0,54.6,112.0,110.0,53.6,55.2,59.3,62.4,816.0,207.0,68.8,718.0,66.3,55.4,105.0,60.4,67.7,70.5,
11/14/2050,3510.0,319.0,2890.0,125.0,1000.0,109.0,53.8,372.0,54.5,112.0,110.0,53.6,54.9,50.2,62.6,628.0,208.0,68.0,660.0,66.4,55.4,105.0,60.8,67.7,70.2,
11/15/2050,4010.0,457.0,2250.0,126.0,994.0,110.0,53.6,373.0,54.6,112.0,109.0,54.7,55.1,57.4,62.9,606.0,208.0,70.3,611.0,70.3,55.6,105.0,60.9,67.7,70.2,
11/16/2050,4000.0,359.0,961.0,126.0,991.0,109.0,53.9,343.0,55.2,112.0,108.0,53.5,54.6,57.4,62.6,622.0,211.0,77.4,584.0,80.0,56.2,105.0,67.0,67.7,70.6,
11/17/2050,3980.0,116.0,976.0,127.0,568.0,110.0,50.3,208.0,55.2,112.0,108.0,53.4,55.5,57.4,62.5,620.0,211.0,77.8,581.0,79.4,55.8,105.0,81.1,67.8,67.8,
11/18/2050,3990.0,389.0,905.0,127.0,111.0,110.0,50.0,208.0,54.1,111.0,108.0,53.7,55.4,57.4,62.5,614.0,211.0,78.2,584.0,78.9,55.4,104.0,65.2,67.7,64.3,
11/19/2050,3980.0,1800.0,475.0,125.0,527.0,109.0,50.2,208.0,54.0,109.0,108.0,53.7,55.6,57.4,62.2,613.0,211.0,77.7,554.0,78.6,55.4,105.0,66.9,67.9,63.5,
11/20/2050,3960.0,3250.0,429.0,140.0,1470.0,110.0,50.1,207.0,53.8,114.0,109.0,53.6,56.4,57.4,62.2,607.0,211.0,75.3,530.0,78.5,55.4,104.0,68.4,68.1,63.3,
11/21/2050,3930.0,4620.0,430.0,156.0,1200.0,109.0,50.3,243.0,53.5,111.0,109.0,53.5,56.4,57.4,62.7,605.0,211.0,74.2,534.0,78.6,55.4,104.0,68.7,67.7,63.0,
11/22/2050,2890.0,5040.0,430.0,154.0,171.0,107.0,50.3,376.0,53.9,110.0,109.0,53.4,56.2,57.8,70.0,599.0,210.0,73.8,533.0,78.6,55.4,105.0,68.6,67.5,63.0,
11/23/2050,1860.0,5020.0,315.0,154.0,149.0,108.0,50.6,377.0,53.2,110.0,109.0,52.7,56.4,57.4,64.7,598.0,210.0,74.3,529.0,78.7,55.5,105.0,68.2,67.6,63.1,
11/24/2050,1870.0,5020.0,315.0,151.0,117.0,105.0,51.0,378.0,60.8,110.0,109.0,52.5,56.5,57.9,62.5,313.0,211.0,74.2,529.0,78.6,55.8,105.0,69.0,67.6,63.6,
11/25/2050,1860.0,3280.0,315.0,153.0,103.0,105.0,57.4,378.0,62.1,110.0,109.0,52.6,56.5,64.1,62.4,137.0,206.0,73.8,509.0,78.5,55.7,105.0,68.7,67.7,63.6,
11/26/2050,1860.0,3730.0,315.0,150.0,96.7,106.0,57.9,315.0,62.0,110.0,108.0,54.6,56.8,77.2,62.4,137.0,202.0,73.9,509.0,78.6,56.1,105.0,70.7,67.7,63.3,
11/27/2050,2090.0,4990.0,315.0,135.0,232.0,106.0,58.0,275.0,59.8,110.0,109.0,52.6,57.8,76.6,62.4,150.0,202.0,74.2,472.0,78.6,56.0,106.0,68.6,67.7,64.1,
11/28/2050,2480.0,5000.0,1300.0,135.0,604.0,105.0,58.2,243.0,63.4,110.0,109.0,52.8,58.0,76.6,62.3,161.0,178.0,74.4,389.0,78.7,57.0,105.0,68.6,67.8,63.1,
11/29/2050,2480.0,4990.0,1300.0,134.0,1270.0,105.0,57.8,241.0,65.2,110.0,108.0,52.7,58.1,76.2,62.4,158.0,120.0,74.3,390.0,78.6,55.4,105.0,68.4,67.8,62.8,
11/30/2050,1350.0,3620.0,1300.0,133.0,3380.0,105.0,58.1,257.0,66.6,109.0,108.0,52.8,57.8,75.8,62.3,409.0,120.0,74.3,390.0,78.1,54.5,105.0,68.7,68.5,63.1,
12/01/2050,854.0,2320.0,1300.0,134.0,5120.0,106.0,75.0,277.0,66.3,113.0,108.0,52.8,57.9,62.7,62.4,572.0,117.0,74.1,389.0,78.5,54.0,105.0,69.1,66.7,63.3,
12/02/2050,876.0,2320.0,305.0,132.0,5150.0,109.0,62.0,275.0,66.4,111.0,109.0,53.2,58.0,55.5,53.7,516.0,116.0,74.1,389.0,78.6,53.8,105.0,69.0,65.6,63.8,
12/03/2050,877.0,2320.0,305.0,133.0,5150.0,109.0,59.4,277.0,66.4,110.0,108.0,53.3,57.9,55.5,52.3,544.0,124.0,74.2,389.0,78.5,53.9,105.0,68.6,64.7,66.0,
12/04/2050,832.0,2760.0,305.0,132.0,5090.0,109.0,59.4,280.0,66.1,110.0,108.0,55.3,57.8,55.5,52.1,567.0,122.0,74.0,374.0,78.5,53.9,105.0,68.8,64.7,66.0,
12/05/2050,885.0,3100.0,305.0,132.0,5050.0,109.0,59.6,279.0,66.2,110.0,108.0,54.7,55.7,55.2,52.0,568.0,123.0,73.9,339.0,78.7,54.0,105.0,65.2,64.9,65.8,
12/06/2050,886.0,2810.0,305.0,128.0,4990.0,110.0,57.7,279.0,66.4,110.0,110.0,52.8,54.6,55.5,51.9,567.0,204.0,76.1,338.0,78.6,53.9,105.0,57.8,64.8,65.5,
12/07/2050,886.0,1410.0,305.0,120.0,5010.0,111.0,56.1,278.0,66.4,110.0,110.0,51.9,54.5,55.5,51.9,569.0,302.0,76.7,347.0,78.9,53.9,105.0,57.6,64.6,66.6,
12/08/2050,886.0,829.0,315.0,120.0,5040.0,109.0,55.7,278.0,66.4,110.0,111.0,51.9,54.5,55.5,51.9,568.0,299.0,75.4,346.0,78.8,53.9,105.0,57.3,64.3,65.8,
12/09/2050,841.0,827.0,377.0,116.0,5030.0,108.0,55.9,278.0,67.0,110.0,111.0,51.9,54.5,55.0,52.0,568.0,300.0,75.0,343.0,78.6,53.9,105.0,57.8,65.8,65.7,
12/10/2050,886.0,931.0,370.0,111.0,5030.0,109.0,56.4,278.0,72.7,110.0,112.0,52.3,54.2,53.9,51.9,568.0,300.0,75.1,440.0,79.2,53.7,105.0,60.7,66.4,65.3,
12/11/2050,886.0,1070.0,354.0,112.0,5030.0,108.0,56.8,276.0,73.2,109.0,112.0,52.4,54.6,53.7,55.8,571.0,299.0,80.5,732.0,78.8,53.9,105.0,60.4,66.2,65.1,
12/12/2050,888.0,1070.0,355.0,113.0,5000.0,111.0,56.7,274.0,73.2,109.0,112.0,51.9,54.5,54.3,58.4,572.0,299.0,97.4,709.0,78.9,54.0,106.0,60.8,66.5,65.3,
12/13/2050,887.0,1070.0,352.0,113.0,5030.0,113.0,56.3,276.0,73.4,109.0,114.0,51.9,53.7,53.8,58.4,580.0,298.0,97.7,709.0,78.7,53.9,106.0,60.8,66.5,66.3,
12/14/2050,879.0,877.0,351.0,112.0,5010.0,113.0,56.6,314.0,74.1,108.0,113.0,52.2,53.7,53.6,58.4,574.0,333.0,97.7,709.0,78.7,52.5,105.0,60.8,66.5,66.9,
12/15/2050,891.0,1070.0,347.0,112.0,4980.0,113.0,56.7,347.0,72.2,108.0,114.0,56.0,53.7,53.7,58.5,572.0,397.0,95.9,705.0,78.7,52.6,105.0,56.1,67.4,67.0,
12/16/2050,892.0,1070.0,344.0,109.0,4980.0,113.0,56.9,350.0,73.1,108.0,114.0,59.5,53.9,53.6,58.5,573.0,396.0,96.5,701.0,78.7,52.6,105.0,72.1,66.4,67.0,
12/17/2050,889.0,1140.0,344.0,109.0,4970.0,113.0,55.9,306.0,70.3,109.0,114.0,59.4,53.8,53.6,58.9,574.0,395.0,94.9,553.0,78.8,52.9,105.0,62.6,66.2,66.2,
12/18/2050,889.0,1550.0,344.0,109.0,5000.0,112.0,55.7,229.0,69.3,109.0,113.0,59.4,53.8,53.6,58.5,572.0,394.0,94.7,365.0,79.0,52.7,110.0,53.9,66.3,65.3,
12/19/2050,891.0,2420.0,338.0,109.0,4990.0,114.0,55.8,195.0,69.3,109.0,113.0,60.1,53.8,53.4,60.0,572.0,395.0,95.9,365.0,79.0,54.0,106.0,63.1,66.2,65.9,
12/20/2050,894.0,3120.0,328.0,110.0,4960.0,116.0,55.3,195.0,65.9,108.0,113.0,59.5,45.9,53.5,59.1,572.0,395.0,95.1,364.0,79.6,53.3,106.0,61.8,66.4,65.7,
12/21/2050,773.0,2210.0,325.0,110.0,4980.0,116.0,57.2,195.0,66.6,108.0,113.0,59.6,55.2,54.0,59.2,573.0,395.0,95.5,365.0,79.2,53.2,106.0,62.1,66.4,65.3,
12/22/2050,685.0,986.0,475.0,110.0,3270.0,115.0,60.4,197.0,66.8,108.0,113.0,61.8,55.2,53.4,58.7,574.0,360.0,95.4,364.0,79.4,53.1,106.0,62.1,66.4,65.6,
12/23/2050,686.0,987.0,927.0,108.0,1680.0,116.0,62.3,195.0,66.9,109.0,112.0,60.3,54.9,53.6,58.6,573.0,293.0,95.9,365.0,79.3,52.6,106.0,62.2,66.6,66.0,
12/24/2050,690.0,988.0,846.0,108.0,1680.0,113.0,83.9,179.0,66.7,108.0,113.0,60.1,55.3,53.5,58.7,575.0,293.0,95.8,365.0,79.5,52.9,106.0,61.8,67.5,66.0,
12/25/2050,692.0,987.0,844.0,108.0,1680.0,114.0,83.4,162.0,71.1,104.0,113.0,60.2,55.1,60.5,58.6,574.0,293.0,96.3,365.0,79.5,53.2,105.0,61.8,66.3,65.8,
12/26/2050,693.0,988.0,1230.0,108.0,1680.0,112.0,83.4,163.0,71.7,104.0,113.0,60.2,55.3,64.5,58.4,576.0,292.0,96.2,366.0,79.5,53.2,106.0,61.7,65.9,66.0,
12/27/2050,692.0,965.0,2100.0,109.0,1680.0,109.0,83.1,163.0,71.4,104.0,114.0,59.9,55.5,64.5,58.5,582.0,292.0,95.5,380.0,79.5,53.0,105.0,61.9,65.9,65.9,
12/28/2050,691.0,919.0,2100.0,110.0,1690.0,104.0,81.6,158.0,71.5,103.0,113.0,58.3,55.3,64.5,58.7,578.0,292.0,95.2,386.0,79.6,53.3,104.0,62.3,66.0,66.1,
12/29/2050,692.0,633.0,2100.0,108.0,1700.0,105.0,82.1,144.0,71.5,104.0,108.0,53.7,55.5,64.5,58.4,577.0,291.0,95.4,706.0,79.6,53.6,104.0,62.0,66.9,65.8,
12/30/2050,692.0,634.0,2080.0,107.0,1290.0,105.0,70.9,144.0,71.5,104.0,106.0,53.7,55.5,57.3,58.4,384.0,293.0,94.9,685.0,80.0,53.7,104.0,62.1,67.2,65.7,
12/31/2050,692.0,634.0,1750.0,107.0,1010.0,105.0,67.0,140.0,71.3,103.0,106.0,53.7,55.6,52.9,58.4,327.0,292.0,95.4,688.0,80.1,56.1,104.0,61.8,68.0,65.6,
