dw_date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
09/21/2050,251.0,1580.0,154.0,132.0,1340.0,173.0,356.0,486.0,86.6,155.0,413.0,164.0,801.0,1090.0,210.0,155.0,105.0,108.0,155.0,
09/22/2050,191.0,1510.0,168.0,142.0,1190.0,116.0,342.0,612.0,96.0,148.0,386.0,162.0,782.0,326.0,246.0,145.0,105.0,108.0,152.0,
09/23/2050,191.0,1460.0,173.0,1030.0,1120.0,69.4,318.0,288.0,88.6,143.0,360.0,175.0,3160.0,249.0,294.0,146.0,103.0,122.0,156.0,
09/24/2050,231.0,1410.0,156.0,958.0,1100.0,75.4,286.0,221.0,90.8,141.0,349.0,172.0,5520.0,209.0,228.0,147.0,101.0,147.0,187.0,
09/25/2050,393.0,1360.0,155.0,586.0,928.0,61.5,280.0,191.0,112.0,140.0,335.0,167.0,4090.0,187.0,215.0,181.0,94.9,154.0,169.0,
09/26/2050,285.0,1300.0,145.0,433.0,850.0,62.0,269.0,154.0,113.0,144.0,1090.0,191.0,1640.0,188.0,216.0,171.0,98.8,159.0,169.0,
09/27/2050,128.0,1280.0,142.0,275.0,819.0,63.2,263.0,125.0,137.0,155.0,10900.0,1300.0,1090.0,182.0,234.0,126.0,103.0,146.0,168.0,
09/28/2050,110.0,1250.0,194.0,251.0,767.0,40.1,252.0,133.0,454.0,154.0,12200.0,2200.0,894.0,178.0,240.0,141.0,98.8,129.0,127.0,
09/29/2050,81.8,1210.0,221.0,247.0,684.0,35.9,988.0,624.0,310.0,153.0,3410.0,1960.0,1040.0,177.0,243.0,210.0,98.2,129.0,102.0,
09/30/2050,78.9,1180.0,165.0,230.0,616.0,54.8,4060.0,1000.0,185.0,151.0,1030.0,790.0,839.0,187.0,239.0,1160.0,98.9,132.0,69.8,
10/01/2050,72.4,1150.0,131.0,228.0,588.0,148.0,2100.0,575.0,159.0,153.0,772.0,482.0,712.0,190.0,230.0,1010.0,96.1,128.0,106.0,
10/02/2050,76.3,1150.0,125.0,221.0,577.0,139.0,665.0,256.0,152.0,145.0,650.0,408.0,680.0,188.0,226.0,1500.0,85.7,129.0,135.0,
10/03/2050,96.5,1110.0,121.0,201.0,551.0,149.0,899.0,201.0,142.0,140.0,619.0,361.0,625.0,190.0,224.0,744.0,90.8,134.0,54.8,
10/04/2050,88.5,1080.0,119.0,618.0,528.0,136.0,534.0,166.0,115.0,131.0,587.0,359.0,549.0,193.0,224.0,389.0,96.2,134.0,61.5,
10/05/2050,87.7,1060.0,110.0,5450.0,520.0,74.4,380.0,156.0,104.0,134.0,580.0,477.0,489.0,195.0,224.0,349.0,93.4,135.0,71.6,
10/06/2050,80.5,1050.0,113.0,5390.0,504.0,79.6,329.0,170.0,102.0,138.0,602.0,404.0,458.0,193.0,197.0,322.0,94.6,445.0,69.5,
10/07/2050,112.0,1030.0,129.0,1190.0,493.0,71.2,299.0,241.0,110.0,135.0,579.0,339.0,448.0,194.0,178.0,309.0,95.9,340.0,80.5,
10/08/2050,118.0,1020.0,155.0,493.0,485.0,79.1,273.0,221.0,104.0,141.0,816.0,311.0,474.0,202.0,178.0,300.0,99.9,161.0,102.0,
10/09/2050,118.0,1050.0,218.0,389.0,456.0,224.0,270.0,170.0,103.0,143.0,747.0,301.0,606.0,207.0,177.0,285.0,99.0,142.0,84.7,
10/10/2050,109.0,1030.0,217.0,2830.0,446.0,4040.0,220.0,148.0,115.0,139.0,556.0,304.0,1740.0,210.0,178.0,229.0,98.7,140.0,75.5,
10/11/2050,304.0,985.0,212.0,1500.0,443.0,4320.0,163.0,145.0,138.0,152.0,525.0,263.0,2060.0,194.0,175.0,226.0,106.0,140.0,87.8,
10/12/2050,415.0,965.0,212.0,536.0,453.0,1000.0,166.0,150.0,358.0,148.0,512.0,239.0,998.0,164.0,175.0,315.0,103.0,145.0,91.8,
10/13/2050,219.0,943.0,222.0,441.0,449.0,374.0,190.0,146.0,235.0,146.0,497.0,196.0,665.0,170.0,176.0,344.0,101.0,151.0,90.4,
10/14/2050,220.0,931.0,233.0,476.0,406.0,275.0,167.0,254.0,142.0,137.0,497.0,183.0,591.0,166.0,171.0,1040.0,100.0,151.0,91.4,
10/15/2050,222.0,919.0,234.0,413.0,360.0,238.0,158.0,628.0,125.0,150.0,490.0,203.0,666.0,189.0,170.0,4500.0,101.0,147.0,97.0,
10/16/2050,242.0,1040.0,249.0,333.0,405.0,207.0,163.0,339.0,115.0,136.0,466.0,196.0,2290.0,214.0,168.0,5150.0,100.0,145.0,101.0,
10/17/2050,274.0,928.0,263.0,301.0,400.0,201.0,155.0,427.0,105.0,132.0,471.0,214.0,2100.0,483.0,166.0,2170.0,104.0,148.0,106.0,
10/18/2050,265.0,898.0,241.0,276.0,409.0,199.0,142.0,439.0,103.0,131.0,474.0,219.0,999.0,293.0,172.0,733.0,200.0,146.0,107.0,
10/19/2050,375.0,883.0,227.0,262.0,392.0,194.0,162.0,291.0,102.0,134.0,458.0,168.0,1080.0,236.0,182.0,512.0,223.0,142.0,73.4,
10/20/2050,901.0,865.0,220.0,237.0,332.0,189.0,169.0,243.0,102.0,138.0,448.0,171.0,1330.0,210.0,187.0,382.0,164.0,142.0,80.7,
10/21/2050,399.0,852.0,226.0,189.0,312.0,185.0,179.0,219.0,109.0,136.0,437.0,172.0,1130.0,206.0,185.0,332.0,151.0,138.0,97.7,
10/22/2050,273.0,848.0,224.0,908.0,304.0,186.0,185.0,220.0,104.0,135.0,423.0,171.0,797.0,245.0,176.0,324.0,143.0,141.0,168.0,
10/23/2050,242.0,959.0,219.0,3630.0,310.0,186.0,194.0,209.0,97.9,146.0,411.0,173.0,738.0,237.0,171.0,317.0,137.0,140.0,166.0,
10/24/2050,206.0,868.0,215.0,1660.0,310.0,181.0,185.0,205.0,93.8,337.0,413.0,176.0,939.0,221.0,180.0,310.0,138.0,142.0,167.0,
10/25/2050,169.0,842.0,205.0,553.0,309.0,183.0,180.0,168.0,99.3,5480.0,423.0,169.0,1210.0,821.0,175.0,308.0,143.0,130.0,166.0,
10/26/2050,250.0,823.0,209.0,433.0,337.0,158.0,188.0,146.0,96.2,6830.0,412.0,162.0,1450.0,3580.0,176.0,299.0,140.0,156.0,165.0,
10/27/2050,352.0,811.0,212.0,4120.0,329.0,126.0,1370.0,142.0,95.6,1830.0,409.0,215.0,1000.0,1620.0,183.0,312.0,137.0,716.0,165.0,
10/28/2050,212.0,792.0,223.0,2480.0,298.0,124.0,877.0,144.0,101.0,505.0,401.0,245.0,804.0,476.0,176.0,1570.0,139.0,731.0,166.0,
10/29/2050,149.0,785.0,220.0,780.0,279.0,127.0,329.0,161.0,100.0,382.0,354.0,238.0,721.0,359.0,187.0,812.0,172.0,496.0,170.0,
10/30/2050,167.0,781.0,210.0,502.0,263.0,121.0,279.0,203.0,102.0,449.0,305.0,238.0,635.0,409.0,189.0,406.0,174.0,268.0,162.0,
10/31/2050,174.0,755.0,214.0,392.0,262.0,122.0,203.0,172.0,109.0,4440.0,312.0,252.0,586.0,338.0,209.0,329.0,146.0,497.0,164.0,
11/01/2050,123.0,725.0,210.0,348.0,273.0,134.0,161.0,416.0,929.0,10100.0,318.0,249.0,648.0,308.0,211.0,296.0,166.0,319.0,164.0,
11/02/2050,111.0,712.0,203.0,315.0,435.0,123.0,188.0,299.0,314.0,6570.0,307.0,260.0,883.0,291.0,210.0,215.0,197.0,234.0,121.0,
11/03/2050,120.0,752.0,207.0,309.0,835.0,127.0,197.0,251.0,181.0,1520.0,322.0,229.0,673.0,285.0,202.0,207.0,191.0,214.0,112.0,
11/04/2050,123.0,742.0,221.0,292.0,521.0,116.0,208.0,184.0,173.0,665.0,326.0,223.0,564.0,291.0,171.0,521.0,190.0,199.0,114.0,
11/05/2050,113.0,736.0,218.0,279.0,461.0,81.4,668.0,171.0,734.0,478.0,332.0,203.0,538.0,300.0,167.0,955.0,188.0,193.0,355.0,
11/06/2050,148.0,731.0,213.0,270.0,443.0,72.9,381.0,164.0,4420.0,405.0,314.0,202.0,544.0,298.0,171.0,455.0,189.0,199.0,1400.0,
11/07/2050,1090.0,714.0,201.0,259.0,417.0,77.4,269.0,152.0,5390.0,367.0,371.0,207.0,525.0,305.0,171.0,338.0,188.0,202.0,452.0,
11/08/2050,487.0,677.0,165.0,254.0,419.0,99.3,249.0,158.0,1850.0,335.0,677.0,202.0,533.0,298.0,155.0,319.0,194.0,167.0,284.0,
11/09/2050,310.0,663.0,156.0,389.0,411.0,105.0,241.0,158.0,445.0,334.0,1190.0,205.0,1220.0,308.0,148.0,316.0,209.0,158.0,238.0,
11/10/2050,275.0,666.0,151.0,474.0,413.0,93.7,233.0,139.0,304.0,321.0,2200.0,204.0,4160.0,295.0,153.0,316.0,218.0,163.0,212.0,
11/11/2050,258.0,665.0,166.0,298.0,419.0,93.0,226.0,155.0,267.0,298.0,1510.0,203.0,3730.0,288.0,170.0,302.0,194.0,274.0,205.0,
11/12/2050,242.0,659.0,193.0,224.0,442.0,92.8,231.0,160.0,236.0,287.0,766.0,205.0,1330.0,334.0,172.0,310.0,167.0,188.0,175.0,
11/13/2050,235.0,650.0,220.0,227.0,460.0,92.3,232.0,156.0,222.0,272.0,603.0,215.0,934.0,341.0,167.0,275.0,157.0,226.0,165.0,
11/14/2050,239.0,656.0,211.0,249.0,416.0,99.9,171.0,151.0,202.0,245.0,559.0,275.0,737.0,335.0,163.0,244.0,157.0,303.0,154.0,
11/15/2050,237.0,682.0,207.0,252.0,417.0,112.0,155.0,138.0,203.0,233.0,545.0,236.0,704.0,339.0,197.0,242.0,161.0,243.0,133.0,
11/16/2050,227.0,691.0,206.0,252.0,427.0,258.0,155.0,146.0,200.0,240.0,509.0,220.0,661.0,310.0,195.0,249.0,172.0,211.0,129.0,
11/17/2050,221.0,692.0,210.0,365.0,385.0,456.0,136.0,144.0,202.0,249.0,511.0,227.0,636.0,286.0,187.0,196.0,149.0,190.0,133.0,
11/18/2050,222.0,704.0,225.0,291.0,400.0,247.0,132.0,146.0,205.0,275.0,496.0,263.0,625.0,290.0,182.0,197.0,128.0,185.0,135.0,
11/19/2050,218.0,711.0,222.0,259.0,406.0,179.0,137.0,208.0,197.0,286.0,481.0,257.0,617.0,317.0,179.0,185.0,129.0,186.0,227.0,
11/20/2050,219.0,709.0,220.0,373.0,399.0,150.0,167.0,202.0,163.0,228.0,453.0,254.0,606.0,326.0,204.0,184.0,140.0,188.0,183.0,
11/21/2050,223.0,709.0,187.0,2900.0,379.0,152.0,183.0,200.0,156.0,172.0,451.0,257.0,596.0,339.0,211.0,214.0,160.0,190.0,152.0,
11/22/2050,221.0,703.0,166.0,1460.0,390.0,162.0,182.0,206.0,260.0,163.0,460.0,261.0,580.0,305.0,202.0,288.0,305.0,186.0,145.0,
11/23/2050,209.0,680.0,163.0,535.0,401.0,196.0,180.0,216.0,944.0,153.0,455.0,257.0,545.0,274.0,203.0,287.0,356.0,180.0,137.0,
11/24/2050,212.0,673.0,170.0,391.0,399.0,174.0,163.0,207.0,1900.0,156.0,354.0,247.0,538.0,269.0,206.0,195.0,264.0,180.0,133.0,
11/25/2050,201.0,704.0,179.0,367.0,411.0,156.0,164.0,218.0,519.0,155.0,302.0,235.0,525.0,271.0,205.0,173.0,238.0,173.0,137.0,
11/26/2050,206.0,756.0,176.0,328.0,404.0,139.0,167.0,628.0,222.0,158.0,282.0,244.0,523.0,272.0,211.0,765.0,246.0,175.0,140.0,
11/27/2050,223.0,735.0,174.0,301.0,359.0,583.0,182.0,476.0,179.0,162.0,287.0,250.0,516.0,304.0,208.0,550.0,861.0,179.0,134.0,
11/28/2050,236.0,694.0,176.0,276.0,364.0,448.0,204.0,296.0,166.0,818.0,291.0,255.0,508.0,334.0,241.0,596.0,431.0,178.0,131.0,
11/29/2050,231.0,665.0,169.0,278.0,377.0,242.0,217.0,247.0,150.0,4300.0,300.0,226.0,509.0,329.0,1640.0,468.0,255.0,176.0,137.0,
11/30/2050,226.0,623.0,172.0,278.0,398.0,185.0,138.0,219.0,151.0,2210.0,285.0,202.0,508.0,328.0,1230.0,349.0,217.0,175.0,117.0,
12/01/2050,244.0,623.0,172.0,290.0,380.0,168.0,131.0,220.0,156.0,676.0,280.0,198.0,536.0,358.0,457.0,319.0,218.0,191.0,127.0,
12/02/2050,258.0,613.0,184.0,790.0,378.0,167.0,128.0,216.0,159.0,475.0,269.0,200.0,548.0,354.0,302.0,311.0,219.0,208.0,132.0,
12/03/2050,228.0,634.0,212.0,760.0,387.0,167.0,133.0,220.0,150.0,398.0,777.0,206.0,542.0,350.0,259.0,308.0,216.0,178.0,145.0,
12/04/2050,214.0,635.0,223.0,423.0,380.0,167.0,142.0,177.0,152.0,353.0,10200.0,227.0,539.0,339.0,250.0,,213.0,178.0,143.0,
12/05/2050,234.0,615.0,224.0,332.0,368.0,207.0,134.0,157.0,149.0,322.0,14200.0,268.0,531.0,338.0,243.0,303.0,215.0,177.0,149.0,
12/06/2050,221.0,598.0,222.0,304.0,364.0,499.0,131.0,155.0,158.0,283.0,10600.0,251.0,533.0,337.0,239.0,299.0,218.0,174.0,175.0,
12/07/2050,204.0,591.0,219.0,298.0,377.0,364.0,128.0,155.0,155.0,282.0,5700.0,483.0,557.0,336.0,241.0,306.0,217.0,171.0,155.0,
12/08/2050,206.0,597.0,227.0,312.0,298.0,228.0,131.0,153.0,154.0,290.0,2220.0,1690.0,1540.0,329.0,240.0,289.0,223.0,171.0,151.0,
12/09/2050,204.0,622.0,237.0,265.0,233.0,187.0,130.0,162.0,152.0,275.0,1420.0,973.0,2520.0,337.0,236.0,287.0,219.0,167.0,165.0,
12/10/2050,204.0,671.0,215.0,213.0,235.0,180.0,151.0,166.0,142.0,267.0,1210.0,469.0,1340.0,350.0,220.0,291.0,214.0,167.0,171.0,
12/11/2050,217.0,594.0,192.0,202.0,231.0,178.0,168.0,160.0,146.0,264.0,1110.0,375.0,886.0,385.0,212.0,295.0,267.0,168.0,153.0,
12/12/2050,229.0,584.0,189.0,196.0,263.0,302.0,165.0,152.0,167.0,259.0,1040.0,337.0,787.0,377.0,209.0,279.0,882.0,169.0,146.0,
12/13/2050,222.0,659.0,181.0,204.0,284.0,292.0,167.0,143.0,200.0,288.0,1000.0,310.0,753.0,370.0,210.0,277.0,476.0,164.0,143.0,
12/14/2050,222.0,599.0,171.0,209.0,296.0,220.0,166.0,139.0,160.0,1220.0,946.0,288.0,747.0,316.0,215.0,277.0,400.0,175.0,152.0,
12/15/2050,219.0,599.0,176.0,223.0,292.0,243.0,168.0,138.0,156.0,644.0,909.0,280.0,731.0,286.0,210.0,259.0,379.0,174.0,180.0,
12/16/2050,222.0,611.0,188.0,293.0,292.0,267.0,166.0,141.0,157.0,376.0,881.0,290.0,702.0,292.0,195.0,252.0,370.0,170.0,333.0,
12/17/2050,230.0,596.0,179.0,260.0,271.0,289.0,167.0,153.0,148.0,308.0,852.0,790.0,691.0,318.0,207.0,254.0,254.0,177.0,273.0,
12/18/2050,237.0,596.0,180.0,445.0,283.0,250.0,172.0,157.0,145.0,272.0,838.0,1150.0,689.0,319.0,199.0,254.0,210.0,173.0,214.0,
12/19/2050,246.0,585.0,177.0,365.0,276.0,233.0,145.0,173.0,158.0,255.0,818.0,505.0,687.0,291.0,184.0,863.0,201.0,169.0,213.0,
12/20/2050,243.0,556.0,185.0,272.0,281.0,364.0,173.0,151.0,247.0,244.0,795.0,1360.0,684.0,287.0,178.0,708.0,218.0,171.0,195.0,
12/21/2050,247.0,537.0,178.0,242.0,297.0,405.0,167.0,154.0,253.0,251.0,776.0,589.0,678.0,288.0,180.0,365.0,247.0,172.0,174.0,
12/22/2050,198.0,525.0,178.0,237.0,304.0,304.0,160.0,220.0,210.0,257.0,766.0,424.0,663.0,321.0,178.0,314.0,222.0,174.0,160.0,
12/23/2050,172.0,513.0,184.0,235.0,290.0,848.0,158.0,263.0,205.0,250.0,749.0,370.0,648.0,304.0,190.0,297.0,215.0,178.0,145.0,
12/24/2050,446.0,505.0,191.0,289.0,284.0,499.0,160.0,193.0,201.0,252.0,741.0,329.0,637.0,296.0,208.0,294.0,226.0,177.0,172.0,
12/25/2050,1040.0,510.0,189.0,594.0,522.0,287.0,166.0,196.0,199.0,246.0,737.0,309.0,638.0,312.0,207.0,294.0,194.0,486.0,189.0,
12/26/2050,550.0,496.0,177.0,371.0,571.0,237.0,152.0,150.0,183.0,227.0,723.0,284.0,628.0,304.0,203.0,283.0,172.0,347.0,179.0,
12/27/2050,360.0,502.0,174.0,289.0,317.0,223.0,154.0,148.0,181.0,230.0,716.0,286.0,719.0,292.0,212.0,277.0,161.0,200.0,177.0,
12/28/2050,276.0,509.0,184.0,281.0,306.0,228.0,156.0,186.0,188.0,463.0,820.0,298.0,947.0,302.0,220.0,284.0,156.0,181.0,187.0,
12/29/2050,224.0,511.0,182.0,277.0,319.0,222.0,162.0,200.0,211.0,579.0,766.0,297.0,886.0,300.0,225.0,287.0,161.0,177.0,174.0,
12/30/2050,264.0,521.0,190.0,356.0,363.0,215.0,162.0,172.0,247.0,347.0,701.0,297.0,743.0,303.0,224.0,278.0,177.0,174.0,143.0,
12/31/2050,847.0,519.0,182.0,394.0,343.0,211.0,161.0,203.0,207.0,290.0,683.0,298.0,654.0,304.0,235.0,223.0,184.0,171.0,139.0,
