dw_date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
06/13/2050,234.0,312.0,182.0,299.0,618.0,398.0,88.7,707.0,243.0,46.7,714.0,51.8,139.0,128.0,104.0,5470.0,3590.0,231.0,58.2,871.0,199.0,236.0,60.1,90.5
06/14/2050,209.0,304.0,197.0,451.0,1480.0,395.0,87.4,707.0,245.0,46.4,673.0,51.9,137.0,146.0,84.3,4820.0,5370.0,230.0,49.5,453.0,196.0,229.0,57.8,84.0
06/15/2050,196.0,300.0,195.0,480.0,3200.0,395.0,87.4,701.0,253.0,45.2,708.0,51.7,130.0,139.0,79.2,2690.0,5360.0,253.0,53.5,446.0,189.0,223.0,57.6,82.1
06/16/2050,184.0,296.0,203.0,448.0,4340.0,354.0,87.4,715.0,270.0,45.0,1050.0,54.5,121.0,116.0,72.9,2650.0,5340.0,241.0,57.1,443.0,184.0,218.0,57.5,78.6
06/17/2050,171.0,294.0,191.0,747.0,5420.0,341.0,87.4,707.0,270.0,44.5,1070.0,54.2,118.0,84.3,68.6,2760.0,5330.0,243.0,59.3,474.0,177.0,214.0,58.1,79.2
06/18/2050,168.0,294.0,188.0,748.0,5400.0,340.0,77.4,895.0,272.0,44.4,650.0,55.4,118.0,80.3,66.4,3430.0,5300.0,244.0,58.7,552.0,164.0,210.0,59.7,82.2
06/19/2050,174.0,294.0,182.0,749.0,5380.0,336.0,71.2,3120.0,271.0,44.0,415.0,54.6,117.0,95.8,63.9,5470.0,5290.0,242.0,60.0,464.0,156.0,209.0,60.2,79.2
06/20/2050,160.0,289.0,180.0,748.0,5360.0,334.0,67.0,2660.0,275.0,43.9,356.0,54.0,142.0,99.4,63.3,5470.0,5270.0,240.0,64.2,512.0,159.0,208.0,60.1,73.9
06/21/2050,154.0,288.0,178.0,748.0,4570.0,334.0,51.8,1430.0,277.0,44.0,353.0,51.2,143.0,85.1,60.8,5460.0,4190.0,212.0,57.1,479.0,155.0,204.0,58.7,70.3
06/22/2050,151.0,289.0,177.0,745.0,3070.0,334.0,50.5,842.0,278.0,41.8,409.0,120.0,138.0,79.5,61.1,5470.0,1510.0,189.0,54.8,457.0,148.0,202.0,58.3,75.3
06/23/2050,145.0,289.0,174.0,740.0,3030.0,330.0,61.0,697.0,276.0,42.4,428.0,85.4,106.0,69.2,62.3,5440.0,1260.0,187.0,55.6,453.0,141.0,198.0,57.9,70.7
06/24/2050,137.0,560.0,169.0,685.0,2980.0,334.0,65.2,686.0,271.0,42.5,420.0,74.4,94.3,66.6,64.6,5400.0,941.0,187.0,54.8,475.0,132.0,195.0,58.4,69.7
06/25/2050,129.0,350.0,167.0,494.0,2550.0,334.0,65.2,1490.0,275.0,41.6,402.0,72.6,92.5,57.7,65.4,5370.0,677.0,189.0,52.6,469.0,126.0,195.0,58.9,69.3
06/26/2050,123.0,322.0,139.0,488.0,610.0,334.0,65.2,995.0,274.0,42.6,396.0,74.3,90.2,56.4,70.6,5030.0,673.0,228.0,48.0,467.0,138.0,192.0,59.3,65.2
06/27/2050,123.0,312.0,147.0,489.0,591.0,334.0,65.2,1310.0,270.0,43.0,396.0,69.5,84.6,55.2,68.9,3760.0,960.0,198.0,40.4,473.0,155.0,215.0,59.1,62.2
06/28/2050,121.0,305.0,149.0,409.0,1380.0,339.0,65.2,1960.0,272.0,40.9,392.0,68.8,66.7,54.2,67.5,3740.0,1210.0,190.0,41.9,461.0,161.0,204.0,61.4,59.7
06/29/2050,122.0,300.0,202.0,406.0,4080.0,333.0,65.2,1720.0,272.0,39.8,400.0,68.2,63.0,54.5,62.5,3740.0,1110.0,207.0,42.3,458.0,145.0,208.0,60.1,57.9
06/30/2050,117.0,298.0,1670.0,401.0,3060.0,318.0,65.3,1200.0,253.0,40.2,421.0,66.0,65.6,59.1,57.6,3730.0,1100.0,226.0,41.6,464.0,130.0,200.0,61.7,55.4
07/01/2050,115.0,327.0,1120.0,397.0,858.0,315.0,64.1,977.0,235.0,83.5,410.0,65.6,64.8,58.0,55.0,2440.0,824.0,226.0,38.9,456.0,127.0,194.0,62.0,55.8
07/02/2050,114.0,323.0,3260.0,395.0,776.0,308.0,63.9,1280.0,236.0,106.0,482.0,68.9,63.8,64.2,54.5,657.0,560.0,229.0,37.4,453.0,121.0,188.0,62.4,49.6
07/03/2050,114.0,300.0,1380.0,396.0,721.0,355.0,62.6,2480.0,234.0,112.0,567.0,69.6,60.2,64.0,60.5,610.0,555.0,229.0,36.1,456.0,112.0,185.0,63.1,55.4
07/04/2050,111.0,294.0,1480.0,400.0,682.0,349.0,123.0,2660.0,235.0,117.0,495.0,67.7,57.8,65.2,55.7,588.0,548.0,228.0,47.4,455.0,109.0,187.0,61.3,60.9
07/05/2050,111.0,293.0,48000.0,415.0,649.0,329.0,180.0,2530.0,237.0,118.0,466.0,64.1,58.2,67.0,60.8,587.0,1020.0,226.0,65.6,452.0,102.0,186.0,60.1,59.9
07/06/2050,78.0,288.0,62600.0,424.0,980.0,300.0,166.0,2920.0,237.0,96.6,445.0,62.7,56.5,68.7,60.5,581.0,1080.0,204.0,57.7,456.0,97.5,224.0,58.9,63.5
07/07/2050,67.0,288.0,32700.0,419.0,5320.0,274.0,149.0,4030.0,232.0,73.8,704.0,59.0,56.0,67.9,56.0,484.0,1080.0,169.0,63.7,449.0,92.5,206.0,58.6,70.2
07/08/2050,69.0,283.0,16300.0,423.0,5410.0,339.0,132.0,3800.0,231.0,62.0,513.0,59.5,54.0,70.3,53.1,465.0,1080.0,166.0,63.3,447.0,98.2,203.0,59.0,72.7
07/09/2050,73.0,282.0,10900.0,428.0,5400.0,315.0,113.0,2940.0,236.0,58.5,460.0,58.1,65.7,68.8,51.4,461.0,764.0,161.0,98.2,446.0,96.8,216.0,60.3,75.8
07/10/2050,71.0,280.0,8140.0,545.0,5390.0,329.0,95.5,1150.0,242.0,49.8,711.0,57.7,63.2,64.7,50.3,459.0,541.0,158.0,128.0,444.0,91.2,220.0,61.3,72.9
07/11/2050,69.0,276.0,6060.0,551.0,5380.0,310.0,89.8,5180.0,234.0,54.6,795.0,57.2,270.0,62.2,49.2,458.0,957.0,157.0,159.0,443.0,96.6,213.0,59.4,71.1
07/12/2050,67.0,276.0,4770.0,550.0,5360.0,245.0,82.0,5240.0,234.0,52.7,780.0,54.4,166.0,61.3,49.5,455.0,1070.0,157.0,163.0,442.0,94.1,206.0,58.9,71.0
07/13/2050,57.0,276.0,3950.0,545.0,1560.0,214.0,74.7,4050.0,234.0,51.1,770.0,64.5,131.0,60.4,49.5,452.0,799.0,158.0,154.0,443.0,84.3,217.0,59.0,70.1
07/14/2050,54.0,271.0,3680.0,535.0,4680.0,210.0,67.6,855.0,230.0,48.9,760.0,45.0,121.0,62.3,47.3,451.0,563.0,156.0,134.0,461.0,81.5,208.0,59.2,70.3
07/15/2050,57.0,270.0,5220.0,539.0,5040.0,210.0,66.0,901.0,226.0,48.6,753.0,39.9,134.0,75.8,45.5,448.0,534.0,156.0,111.0,451.0,82.4,204.0,59.9,71.9
07/16/2050,57.0,270.0,6440.0,541.0,3000.0,210.0,64.7,1580.0,228.0,47.4,643.0,61.5,126.0,114.0,45.1,443.0,533.0,159.0,95.4,438.0,82.1,197.0,61.9,76.0
07/17/2050,57.0,270.0,5870.0,424.0,589.0,251.0,58.4,2990.0,226.0,46.2,416.0,62.1,132.0,128.0,43.7,441.0,531.0,153.0,87.8,438.0,79.7,193.0,59.5,71.9
07/18/2050,57.0,267.0,5590.0,416.0,553.0,329.0,56.2,2260.0,225.0,46.0,418.0,58.4,135.0,143.0,97.3,441.0,521.0,150.0,82.7,437.0,82.5,192.0,58.1,69.8
07/19/2050,57.0,264.0,4810.0,413.0,1000.0,281.0,49.9,2230.0,227.0,47.0,408.0,67.9,118.0,107.0,159.0,436.0,445.0,148.0,80.6,437.0,84.1,191.0,57.2,68.5
07/20/2050,57.0,259.0,3890.0,410.0,2170.0,281.0,45.7,2960.0,229.0,45.0,400.0,75.4,94.2,82.7,162.0,433.0,429.0,148.0,78.9,437.0,75.9,193.0,57.1,68.4
07/21/2050,57.0,258.0,3280.0,403.0,2050.0,314.0,45.7,1620.0,226.0,46.3,384.0,62.4,89.7,72.8,152.0,432.0,427.0,145.0,76.9,435.0,69.9,187.0,57.7,69.0
07/22/2050,57.0,258.0,2830.0,403.0,1340.0,252.0,49.0,1020.0,226.0,44.5,381.0,62.1,90.5,64.9,127.0,431.0,412.0,147.0,72.6,432.0,68.5,186.0,56.5,72.1
07/23/2050,57.0,258.0,2530.0,403.0,511.0,214.0,49.4,929.0,227.0,44.4,379.0,61.8,82.6,62.8,104.0,430.0,437.0,149.0,65.9,327.0,67.6,185.0,56.3,77.9
07/24/2050,57.0,258.0,2330.0,403.0,516.0,210.0,46.1,901.0,274.0,43.8,381.0,60.3,72.9,60.1,95.4,428.0,435.0,145.0,64.4,288.0,67.8,183.0,56.9,73.5
07/25/2050,57.0,252.0,2140.0,402.0,534.0,210.0,45.6,802.0,268.0,44.5,371.0,57.5,78.3,59.6,88.9,426.0,561.0,144.0,61.8,285.0,77.2,181.0,57.0,70.0
07/26/2050,57.0,252.0,1990.0,398.0,517.0,210.0,46.0,728.0,260.0,47.4,370.0,57.2,80.0,59.1,82.7,425.0,522.0,144.0,60.6,283.0,77.7,178.0,57.6,68.2
07/27/2050,52.0,249.0,1830.0,402.0,878.0,210.0,48.4,746.0,253.0,44.9,365.0,56.9,79.0,59.2,75.0,421.0,508.0,144.0,52.7,283.0,68.9,174.0,57.3,67.2
07/28/2050,52.0,246.0,1730.0,398.0,728.0,210.0,53.7,844.0,235.0,46.3,369.0,54.1,77.8,60.3,73.7,376.0,459.0,145.0,56.0,285.0,69.3,171.0,57.2,66.4
07/29/2050,50.0,246.0,1620.0,395.0,646.0,210.0,53.8,835.0,231.0,49.9,363.0,52.3,79.0,58.2,69.5,374.0,450.0,145.0,55.7,282.0,70.7,174.0,57.0,70.9
07/30/2050,49.0,246.0,1550.0,392.0,643.0,210.0,53.4,1570.0,230.0,52.3,360.0,46.0,75.8,57.5,68.1,373.0,448.0,149.0,53.0,281.0,72.6,164.0,59.1,72.8
07/31/2050,50.0,241.0,1530.0,390.0,640.0,210.0,53.0,4230.0,230.0,56.0,358.0,51.0,75.4,56.5,67.2,373.0,445.0,145.0,55.6,280.0,68.0,161.0,59.3,70.4
08/01/2050,58.0,241.0,1480.0,387.0,644.0,210.0,51.8,5380.0,230.0,57.6,355.0,50.4,74.3,55.9,65.3,374.0,434.0,144.0,54.8,278.0,81.1,160.0,58.2,68.8
08/02/2050,53.0,241.0,1420.0,388.0,638.0,210.0,53.3,5360.0,228.0,56.5,352.0,52.2,72.7,55.7,66.1,370.0,426.0,146.0,51.2,275.0,78.5,193.0,58.0,69.5
08/03/2050,51.0,241.0,1380.0,388.0,747.0,210.0,58.5,5340.0,227.0,56.2,354.0,59.8,71.0,56.9,65.4,366.0,414.0,150.0,48.8,277.0,72.8,173.0,62.2,68.8
08/04/2050,51.0,241.0,1340.0,387.0,772.0,210.0,59.2,5320.0,226.0,57.5,348.0,61.9,73.8,57.2,61.8,365.0,418.0,147.0,49.7,277.0,77.9,179.0,61.4,67.9
08/05/2050,50.0,241.0,1290.0,387.0,772.0,210.0,59.6,5290.0,226.0,61.5,344.0,60.6,72.1,54.9,62.8,362.0,416.0,146.0,48.8,275.0,76.6,182.0,59.7,72.1
08/06/2050,49.0,239.0,1250.0,380.0,767.0,210.0,60.7,5270.0,226.0,62.1,310.0,66.2,70.1,53.0,60.4,318.0,417.0,146.0,49.0,248.0,80.8,179.0,63.4,72.0
08/07/2050,48.0,192.0,1210.0,371.0,681.0,210.0,63.0,5250.0,224.0,62.0,314.0,59.8,69.2,51.8,59.0,313.0,414.0,196.0,49.1,228.0,77.8,175.0,62.1,71.9
08/08/2050,50.0,165.0,1180.0,302.0,644.0,210.0,61.0,5230.0,222.0,61.7,313.0,60.6,67.0,50.7,56.5,313.0,410.0,163.0,49.8,227.0,89.0,174.0,61.3,129.0
08/09/2050,52.0,161.0,1180.0,301.0,637.0,210.0,61.3,5220.0,223.0,62.1,310.0,60.8,65.5,50.4,54.6,311.0,342.0,167.0,49.2,224.0,80.6,169.0,60.7,148.0
08/10/2050,47.0,158.0,1690.0,303.0,736.0,210.0,60.0,5210.0,223.0,61.0,309.0,60.1,65.2,49.4,55.0,305.0,320.0,162.0,49.0,224.0,68.0,164.0,79.8,149.0
